antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03806323675223092,0.04313099041533546,0.029800594910212624,0.7829232995658465,18.15222168623037,1.0,0.02815888981067551,4.407976570820019,0.982299835839874,0.5798499464094319,0.7731385401138897,0.7369278055939066
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.04313099041533546,0.03806323675223092,0.029800594910212624,0.6909323116219668,18.152221686230366,1.0,0.02815888981067551,3.112382171995881,0.9875022758201438,0.5798499464094319,0.6787026962827226,0.7369278055939066
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.052935992067863834,0.044122507436377655,0.022419301531342955,0.42351716961498437,9.598665040187798,1.0,0.020083632827676605,1.6581196215769696,0.9458904979756488,0.30036900369003694,0.39690720320350525,0.46581601302222375
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.044122507436377655,0.052935992067863834,0.022419301531342955,0.5081148564294632,9.598665040187798,1.0,0.020083632827676605,1.9253763206945207,0.9371690965075394,0.30036900369003694,0.4806210145768903,0.46581601302222375
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04797840696265286,0.08813484631486174,0.03007601630494657,0.626865671641791,7.112574626865671,1.0,0.025847446780861268,2.4437986118761703,0.9027147513521407,0.2836363636363636,0.5908009787957637,0.48405783582089545
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08813484631486174,0.04797840696265286,0.03007601630494657,0.34125,7.112574626865671,1.0,0.025847446780861268,1.4451940691269027,0.9424682280789566,0.2836363636363636,0.308051408898918,0.48405783582089545
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.08813484631486174,0.03602511843119974,0.022804891483970476,0.25875000000000004,7.182488532110092,1.0,0.019629823207561993,1.3004720156071505,0.9439690569116793,0.225,0.2310484285714286,0.4458887614678899
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03602511843119974,0.08813484631486174,0.022804891483970476,0.6330275229357798,7.182488532110091,1.0,0.019629823207561993,2.4848325437920016,0.8929407867494824,0.225,0.5975583938248247,0.4458887614678899
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.043516580367962986,0.08813484631486174,0.02181337446292828,0.50126582278481,5.687487341772151,1.0,0.01797804734004953,1.8283590644955816,0.8616724722460728,0.19859578736208622,0.45306148041775046,0.374382911392405
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.08813484631486174,0.043516580367962986,0.02181337446292828,0.2475,5.687487341772152,1.0,0.01797804734004953,1.2710743118033714,0.9038347715404619,0.19859578736208622,0.213263936880903,0.374382911392405
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.042635231904814365,0.08813484631486174,0.023906577062906248,0.5607235142118864,6.3621091731266155,1.0,0.020148927451376943,2.075834202800874,0.8803534970541911,0.2237113402061856,0.5182659584996124,0.41598675710594324
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.08813484631486174,0.042635231904814365,0.023906577062906248,0.27125000000000005,6.362109173126616,1.0,0.020148927451376943,1.3137080865800146,0.9242807646974655,0.2237113402061856,0.23879588607594943,0.41598675710594324
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0709485512834637,0.08813484631486174,0.023410818552385148,0.3299689440993789,3.743910131987578,1.0,0.01715777888875499,1.3609296847583525,0.7888686602353499,0.17255379618351602,0.265208179967387,0.29779697204968947
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.08813484631486174,0.0709485512834637,0.023410818552385148,0.265625,3.743910131987578,1.0,0.01715777888875499,1.2650913344225176,0.8037367901129281,0.17255379618351602,0.20954323787501483,0.29779697204968947
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05794866145202159,0.05321141346259777,0.023190481436597996,0.40019011406844107,7.5207570712199585,1.0,0.020106951252470376,1.5784811300116437,0.9203688029709128,0.26361928616155295,0.3664795980217872,0.41800395972573196
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05321141346259777,0.05794866145202159,0.023190481436597996,0.43581780538302284,7.5207570712199585,1.0,0.020106951252470376,1.669764390894215,0.9157637461257012,0.26361928616155295,0.40111311185378296,0.41800395972573196
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05794866145202159,0.05128346369946017,0.025559105431309903,0.44106463878326996,8.600523579453794,1.0,0.022587297355302845,1.6973635989594693,0.9380890115695281,0.3054641211323239,0.41085103945140117,0.4697267339995834
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05128346369946017,0.05794866145202159,0.025559105431309903,0.4983888292158969,8.600523579453794,1.0,0.022587297355302845,1.878050955435049,0.9314984773768836,0.3054641211323239,0.467533084176435,0.4697267339995834
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05794866145202159,0.0709485512834637,0.0284785722154897,0.4914448669201521,6.926778038873014,1.0,0.02436719863665287,1.8268450916818622,0.9082655053861607,0.28359846407021394,0.45260821262115747,0.4464211912240512
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0709485512834637,0.05794866145202159,0.0284785722154897,0.40139751552795033,6.926778038873014,1.0,0.02436719863665287,1.5737511336573233,0.9209745448306722,0.28359846407021394,0.3645755173017431,0.4464211912240512
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05442326759942712,0.05794866145202159,0.02302522859975763,0.42307692307692313,7.3008920737057625,1.0,0.019871473090525654,1.632888986816496,0.9127026998400645,0.25770653514180025,0.3875884961722876,0.4102076630593741
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05794866145202159,0.05442326759942712,0.02302522859975763,0.3973384030418251,7.3008920737057625,1.0,0.019871473090525654,1.569001139566881,0.9161182636799525,0.25770653514180025,0.3626518332064135,0.4102076630593741
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05794866145202159,0.04952076677316294,0.02252947008923653,0.38878326996197715,7.850913774070894,1.0,0.019659807940653994,1.5550608916868311,0.9263043913993388,0.26523994811932555,0.356938364699492,0.4218666071723123
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04952076677316294,0.05794866145202159,0.02252947008923653,0.4549499443826474,7.850913774070895,1.0,0.019659807940653994,1.7283758231727198,0.9180908549238768,0.26523994811932555,0.42142213134853124,0.4218666071723123
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04770298556791892,0.0709485512834637,0.021427784510300762,0.44919168591224024,6.331231262461809,1.0,0.01804332679236094,1.6867055651750955,0.8842334133131263,0.2203966005665723,0.40712829752465374,0.3756051597263065
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.0709485512834637,0.04770298556791892,0.021427784510300762,0.3020186335403727,6.331231262461809,1.0,0.01804332679236094,1.3643587926457403,0.9063575980883035,0.2203966005665723,0.26705496721957006,0.3756051597263065
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05128346369946017,0.05321141346259777,0.023520987110278727,0.4586466165413534,8.619327822662246,1.0,0.020792121519572628,1.7489289167982571,0.9317658525627663,0.2904761904761905,0.42822147292830637,0.4503378010242999
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05321141346259777,0.05128346369946017,0.023520987110278727,0.4420289855072464,8.619327822662246,1.0,0.020792121519572628,1.7002971689542141,0.9336632114666351,0.2904761904761905,0.4118675145386141,0.4503378010242999
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0709485512834637,0.05321141346259777,0.025228599757629172,0.3555900621118013,6.682590049252216,1.0,0.021453327060712464,1.4692333728435836,0.9152963741425477,0.255011135857461,0.3193729338828043,0.4148550724637681
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05321141346259777,0.0709485512834637,0.025228599757629172,0.474120082815735,6.682590049252215,1.0,0.021453327060712464,1.7666608257090042,0.8981492114433448,0.255011135857461,0.4339603927094066,0.4148550724637681
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05442326759942712,0.05321141346259777,0.021537953068194338,0.395748987854251,7.437295160979372,1.0,0.01864201407397562,1.5668796038508435,0.9153593628993016,0.25015994881637876,0.361788871625906,0.40025544630807786
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05321141346259777,0.05442326759942712,0.021537953068194338,0.40476190476190477,7.437295160979372,1.0,0.01864201407397562,1.5885689104329623,0.914187736998453,0.25015994881637876,0.370502599268765,0.40025544630807786
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.04952076677316294,0.05321141346259777,0.021482868789247548,0.43381535038932145,8.1526748146664,1.0,0.0188477987934959,1.6722258139432702,0.9230510665804784,0.26440677966101694,0.4019946399213254,0.41877102923192777
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05321141346259777,0.04952076677316294,0.021482868789247548,0.40372670807453415,8.1526748146664,1.0,0.0188477987934959,1.5940328807241746,0.926649182793004,0.26440677966101694,0.3726603684952242,0.41877102923192777
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0709485512834637,0.05128346369946017,0.02880907788917043,0.406055900621118,7.917871986977204,1.0,0.025170590434895633,1.5973162075230003,0.940425248256474,0.308372641509434,0.37394988212714253,0.48390872367253535
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05128346369946017,0.0709485512834637,0.02880907788917043,0.5617615467239527,7.917871986977204,1.0,0.025170590434895633,2.119967889105626,0.9209320232882593,0.308372641509434,0.5282947420388141,0.48390872367253535
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05442326759942712,0.05128346369946017,0.02021593037347141,0.3714574898785425,7.243221558813169,1.0,0.017424916705130182,1.5093912042913582,0.9115493810875753,0.23646907216494845,0.33748123272688035,0.38282863752788565
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05128346369946017,0.05442326759942712,0.02021593037347141,0.39419978517722876,7.243221558813169,1.0,0.017424916705130182,1.560872230256974,0.9085325829268605,0.23646907216494845,0.35933257020315806,0.38282863752788565
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05442326759942712,0.0709485512834637,0.02572435826815027,0.4726720647773279,6.662180639726406,1.0,0.021863106275858645,1.7618096570670592,0.898815471347799,0.2581536760641238,0.43240179437730414,0.41762485226444035
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0709485512834637,0.05442326759942712,0.02572435826815027,0.36257763975155277,6.662180639726406,1.0,0.021863106275858645,1.4834382842045526,0.9148029397104421,0.2581536760641238,0.3258903921734644,0.41762485226444035
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0709485512834637,0.04952076677316294,0.024787925526054865,0.34937888198757766,7.055199358845924,1.0,0.02127449886505267,1.4608797761290764,0.9238030488688619,0.2590673575129534,0.3154809749986952,0.424967527756859
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04952076677316294,0.0709485512834637,0.024787925526054865,0.5005561735261402,7.0551993588459245,1.0,0.02127449886505267,1.860172054334446,0.9029766573295986,0.2590673575129534,0.4624153192335794,0.424967527756859
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.0709485512834637,0.04516910873636664,0.02385149278395946,0.3361801242236025,7.442699969701561,1.0,0.020646809956349002,1.4383885239152745,0.9317461999748595,0.25850746268656716,0.3047775455841283,0.43211445235570367
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04516910873636664,0.0709485512834637,0.02385149278395946,0.5280487804878049,7.442699969701561,1.0,0.020646809956349002,1.9685327853942114,0.9065900201209174,0.25850746268656716,0.49200744462087104,0.43211445235570367
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05442326759942712,0.04952076677316294,0.020821857441886086,0.3825910931174089,7.725871751338644,1.0,0.01812677550006142,1.5394647252919917,0.9206706748358852,0.2504970178926441,0.3504235702378118,0.4015291394396833
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.04952076677316294,0.05442326759942712,0.020821857441886086,0.42046718576195774,7.725871751338644,1.0,0.01812677550006142,1.6316189681921593,0.9159219243252856,0.2504970178926441,0.38711180766180714,0.4015291394396833
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.05442326759942712,0.04516910873636664,0.02230913297344938,0.409919028340081,9.075207366446135,1.0,0.019850882481462474,1.618135369757238,0.9410232400251429,0.2886671418389167,0.3820047329229162,0.45191073368223567
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.04516910873636664,0.05442326759942712,0.02230913297344938,0.4939024390243903,9.075207366446135,1.0,0.019850882481462474,1.8683684832975174,0.9319029040193609,0.2886671418389167,0.46477367342705245,0.45191073368223567
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.05398259336785281,0.03839374242591165,0.02484300980500165,0.46020408163265303,11.98643457382953,1.0,0.022770416019753582,1.7814255811391428,0.9688747260658288,0.3678629690048939,0.43865182436611005,0.5536314525810324
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.03839374242591165,0.05398259336785281,0.02484300980500165,0.6470588235294117,11.98643457382953,1.0,0.022770416019753582,2.6803826521244165,0.9531680440771348,0.3678629690048939,0.6269189403955363,0.5536314525810324
frozenset({'PARTY BUNTING'}),frozenset({'SPOTTY BUNTING'}),0.07596122066762145,0.05524953178362895,0.021427784510300762,0.28208846990572883,5.1057169318729825,1.0,0.01723096263470176,1.3159706016872483,0.8702460740405872,0.1951831409934772,0.24010460513489598,0.3349624802170718
frozenset({'SPOTTY BUNTING'}),frozenset({'PARTY BUNTING'}),0.05524953178362895,0.07596122066762145,0.021427784510300762,0.3878364905284148,5.1057169318729825,1.0,0.01723096263470176,1.509463999463153,0.8511677390257623,0.1951831409934772,0.33751318325203233,0.3349624802170718
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.030626859094414455,0.04313099041533546,0.024016745620799824,0.7841726618705036,18.181188382627234,1.0,0.022695778854746804,4.43349307774228,0.9748548365066505,0.48283499446290135,0.7744442175808602,0.6705026783171164
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04313099041533546,0.030626859094414455,0.024016745620799824,0.5568326947637293,18.181188382627234,1.0,0.022695778854746804,2.1873751277494917,0.9875940022361428,0.48283499446290135,0.542831045615453,0.6705026783171164
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.10857111380412031,0.03740222540486945,0.025063346920788807,0.23084728564180618,6.172020064125699,1.0,0.021002545649829365,1.2515040987645134,0.9400396427400073,0.20728929384965833,0.20096146629707293,0.4504751892126557
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03740222540486945,0.10857111380412031,0.025063346920788807,0.6701030927835052,6.172020064125699,1.0,0.021002545649829365,2.702143811281261,0.8705385715857819,0.20728929384965833,0.6299234719391802,0.4504751892126557
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04313099041533546,0.09380852704638096,0.023135397157651207,0.5363984674329502,5.718013962288771,1.0,0.019089342476737013,1.9546774747181368,0.8623062246601478,0.20329138431752178,0.4884066487008557,0.3915110364175908
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.09380852704638096,0.04313099041533546,0.023135397157651207,0.24662360540223138,5.718013962288772,1.0,0.019089342476737013,1.2701075006412188,0.9105295379351668,0.20329138431752178,0.21266507008647217,0.3915110364175908
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.0482538283573868,0.044673350225845544,0.025779442547097058,0.5342465753424658,11.958954782696823,1.0,0.02362378237314968,2.0511425127503906,0.9628414376070356,0.38392124692370794,0.5124668355398214,0.555655963380234
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.044673350225845544,0.0482538283573868,0.025779442547097058,0.5770653514180024,11.958954782696823,1.0,0.02362378237314968,2.2503386157497354,0.9592327947283836,0.38392124692370794,0.5556224325525185,0.555655963380234
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.02533876831552275,0.04313099041533546,0.021482868789247548,0.8478260869565216,19.657004830917874,1.0,0.02038998261589433,6.287996348699219,0.9738025058472668,0.4572098475967174,0.8409668287725919,0.6729551890721306
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.029800594910212624,0.030626859094414455,0.021482868789247548,0.7208872458410351,23.537746512586605,1.0,0.020570170168002742,3.4730521141054425,0.9869260321994098,0.5516265912305515,0.7120688181042251,0.7111630473809492
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.024016745620799824,0.03806323675223092,0.021482868789247548,0.8944954128440367,23.500245621954615,1.0,0.02056871371466494,9.117487582087549,0.981007869731202,0.5291723202170963,0.8903206622442101,0.7294474169864178
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.03806323675223092,0.024016745620799824,0.021482868789247548,0.5643994211287988,23.50024562195462,1.0,0.02056871371466494,2.240546275003413,0.9953328429191683,0.5291723202170963,0.5536802737990865,0.7294474169864178
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.030626859094414455,0.029800594910212624,0.021482868789247548,0.7014388489208633,23.537746512586605,1.0,0.020570170168002742,3.249583549577842,0.9877672579343224,0.5516265912305515,0.6922682599959888,0.7111630473809492
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.04313099041533546,0.02533876831552275,0.021482868789247548,0.49808429118773945,19.657004830917874,1.0,0.02038998261589433,1.9418823012950273,0.9919095929112622,0.4572098475967174,0.48503573088178037,0.6729551890721306
